Region,Date,NewCases,Humidity_x,PopulationDensity,OutbreakRisk,Temperature,Humidity_y,Rainfall
Jaipur,2023-02-25,204,20,8000,0,20,20,2.2
Lucknow,2023-02-25,32,51,9000,0,22,51,1.6
Nagpur,2023-02-25,57,20,7500,0,25,20,2.2
Indore,2023-02-25,243,69,7000,0,28,69,2.3
Bhopal,2023-02-25,154,57,6500,0,23,57,0.5
Surat,2023-02-25,93,58,9500,0,23,58,1.0
Vadodara,2023-02-25,160,57,7800,0,24,57,4.1
Coimbatore,2023-02-25,141,50,8500,0,24,50,5.1
Kochi,2023-02-25,219,64,9200,0,22,64,16.1
Thiruvananthapuram,2023-02-25,239,73,8800,1,22,73,11.1
Visakhapatnam,2023-02-25,42,63,8000,0,21,63,2.2
Vijayawada,2023-02-25,36,27,7600,0,26,27,4.1
Guwahati,2023-02-25,106,69,6000,0,24,69,11.6
Patna,2023-02-25,59,39,8200,0,23,39,7.4
Ranchi,2023-02-25,211,59,5500,0,29,59,8.3
Bhubaneswar,2023-02-25,98,65,7000,0,26,65,3.7
Raipur,2023-02-25,127,61,6200,0,28,61,1.7
Chandigarh,2023-02-25,158,20,9800,0,28,20,3.4
Dehradun,2023-02-25,149,68,7200,0,2,68,2.3
Shimla,2023-02-25,139,54,5000,0,0,54,9.4
Srinagar,2023-02-25,253,51,6500,0,4,51,4.9
Jammu,2023-02-25,253,73,7800,0,14,73,1.3
Goa,2023-02-25,67,61,2500,0,21,61,7.9
Mangalore,2023-02-25,83,56,6800,0,22,56,14.8
Mysore,2023-02-25,61,61,7500,0,28,61,3.4
Pondicherry,2023-02-25,225,61,8000,0,27,61,3.2
Madurai,2023-02-25,156,69,7200,0,27,69,17.7
Mumbai,2023-02-26,303,61,20000,1,26,61,6.0
Delhi,2023-02-26,217,36,15000,1,31,36,2.0
Chennai,2023-02-26,114,64,18000,0,20,64,3.3
Kolkata,2023-02-26,103,61,17000,1,23,61,5.6
Bengaluru,2023-02-26,117,69,19000,0,20,69,3.5
Hyderabad,2023-02-26,222,22,12000,0,26,22,4.8
Ahmedabad,2023-02-26,92,24,10000,0,24,24,1.8
Pune,2023-02-26,142,54,11000,0,24,54,4.7
Jaipur,2023-02-26,64,45,8000,0,14,45,0
Lucknow,2023-02-26,78,60,9000,0,29,60,0.9
Nagpur,2023-02-26,66,37,7500,0,17,37,4.5
Indore,2023-02-26,152,20,7000,0,22,20,2.0
Bhopal,2023-02-26,326,73,6500,0,24,73,0
Surat,2023-02-26,111,58,9500,0,20,58,2.4
Vadodara,2023-02-26,147,65,7800,0,24,65,0
Coimbatore,2023-02-26,274,51,8500,0,19,51,0.4
Kochi,2023-02-26,66,57,9200,0,25,57,0.4
Thiruvananthapuram,2023-02-26,157,49,8800,0,24,49,2.6
Visakhapatnam,2023-02-26,86,73,8000,0,28,73,0.8
Vijayawada,2023-02-26,64,67,7600,1,39,67,6.7
Guwahati,2023-02-26,86,66,6000,0,24,66,8.7
Patna,2023-02-26,118,31,8200,0,11,31,6.0
Ranchi,2023-02-26,296,72,5500,1,33,72,4.0
Bhubaneswar,2023-02-26,105,68,7000,0,29,68,6.0
Raipur,2023-02-26,87,20,6200,0,23,20,4.4
Chandigarh,2023-02-26,244,52,9800,0,30,52,2.2
Dehradun,2023-02-26,161,66,7200,0,14,66,3.3
Shimla,2023-02-26,201,37,5000,0,0,37,8.7
Srinagar,2023-02-26,145,35,6500,0,4,35,7.2
Jammu,2023-02-26,211,58,7800,0,2,58,0.5
Goa,2023-02-26,171,74,2500,0,18,74,2.5
Mangalore,2023-02-26,161,52,6800,0,23,52,5.3
Mysore,2023-02-26,164,28,7500,0,16,28,5.5
Pondicherry,2023-02-26,246,71,8000,1,24,71,5.5
Madurai,2023-02-26,195,48,7200,0,24,48,17.5
Mumbai,2023-02-27,189,64,20000,1,28,64,11.2
Delhi,2023-02-27,204,56,15000,1,34,56,3.1
Chennai,2023-02-27,67,55,18000,0,27,55,17.5
Kolkata,2023-02-27,71,45,17000,0,16,45,2.1
Bengaluru,2023-02-27,187,25,19000,1,19,25,12.0
Hyderabad,2023-02-27,98,70,12000,1,31,70,2.8
Ahmedabad,2023-02-27,126,48,10000,0,20,48,2.9
Pune,2023-02-27,268,70,11000,1,31,70,6.0
Jaipur,2023-02-27,110,20,8000,0,21,20,2.4
Lucknow,2023-02-27,128,26,9000,0,21,26,0
Nagpur,2023-02-27,154,22,7500,0,25,22,1.1
Indore,2023-02-27,161,54,7000,0,17,54,0.9
Bhopal,2023-02-27,96,40,6500,0,23,40,3.2
Surat,2023-02-27,57,33,9500,0,28,33,3.7
Vadodara,2023-02-27,219,47,7800,0,21,47,2.2
Coimbatore,2023-02-27,149,67,8500,0,22,67,4.5
Kochi,2023-02-27,253,74,9200,1,24,74,9.5
Thiruvananthapuram,2023-02-27,67,69,8800,0,28,69,14.0
Visakhapatnam,2023-02-27,82,53,8000,0,18,53,7.8
Vijayawada,2023-02-27,115,54,7600,0,20,54,5.4
Guwahati,2023-02-27,183,53,6000,0,16,53,4.9
Patna,2023-02-27,153,40,8200,0,25,40,0
Ranchi,2023-02-27,175,48,5500,0,16,48,7.4
Bhubaneswar,2023-02-27,292,36,7000,0,30,36,0
Raipur,2023-02-27,197,22,6200,0,40,22,0
Chandigarh,2023-02-27,225,67,9800,0,30,67,0.2
Dehradun,2023-02-27,279,68,7200,0,17,68,0.3
Shimla,2023-02-27,182,43,5000,0,0,43,0.1
Srinagar,2023-02-27,147,34,6500,0,14,34,9.3
Jammu,2023-02-27,207,33,7800,0,18,33,4.3
Goa,2023-02-27,79,50,2500,0,16,50,0
Mangalore,2023-02-27,87,60,6800,0,28,60,6.9
Mysore,2023-02-27,34,41,7500,0,15,41,7.0
Pondicherry,2023-02-27,34,50,8000,0,27,50,5.2
Madurai,2023-02-27,196,40,7200,1,32,40,10.6
Mumbai,2023-02-28,261,64,20000,1,31,64,4.3
Delhi,2023-02-28,91,51,15000,1,36,51,3.2
Chennai,2023-02-28,152,68,18000,1,22,68,8.2
Kolkata,2023-02-28,206,73,17000,1,31,73,5.9
Bengaluru,2023-02-28,49,47,19000,0,17,47,4.6
Hyderabad,2023-02-28,242,55,12000,1,35,55,4.1
Ahmedabad,2023-02-28,56,47,10000,0,26,47,0
Pune,2023-02-28,145,29,11000,1,30,29,3.3
Jaipur,2023-02-28,194,20,8000,0,17,20,3.0
Lucknow,2023-02-28,70,22,9000,0,13,22,2.9
Nagpur,2023-02-28,80,33,7500,0,30,33,0.4
Indore,2023-02-28,194,71,7000,1,30,71,3.7
Bhopal,2023-02-28,70,20,6500,0,30,20,0
Surat,2023-02-28,248,35,9500,0,34,35,3.1
Vadodara,2023-02-28,42,34,7800,0,30,34,3.6
Coimbatore,2023-02-28,175,39,8500,0,28,39,5.9
Kochi,2023-02-28,68,60,9200,0,23,60,13.0
Thiruvananthapuram,2023-02-28,156,64,8800,0,26,64,0
Visakhapatnam,2023-02-28,265,66,8000,0,23,66,5.4
Vijayawada,2023-02-28,35,22,7600,0,23,22,4.0
Guwahati,2023-02-28,127,72,6000,0,17,72,3.9
Patna,2023-02-28,37,67,8200,0,14,67,0
Ranchi,2023-02-28,42,24,5500,0,26,24,2.6
Bhubaneswar,2023-02-28,126,61,7000,0,25,61,1.0
Raipur,2023-02-28,332,29,6200,0,30,29,1.8
Chandigarh,2023-02-28,49,27,9800,0,15,27,2.9
Dehradun,2023-02-28,53,71,7200,0,0,71,1.0
Shimla,2023-02-28,128,60,5000,0,8,60,8.5
Srinagar,2023-02-28,118,51,6500,0,6,51,0.9
Jammu,2023-02-28,101,43,7800,0,26,43,0
Goa,2023-02-28,142,50,2500,0,18,50,2.4
Mangalore,2023-02-28,247,60,6800,0,18,60,14.6
Mysore,2023-02-28,71,41,7500,0,23,41,5.6
Pondicherry,2023-02-28,57,43,8000,0,25,43,12.1
Madurai,2023-02-28,129,34,7200,0,31,34,0
Mumbai,2023-03-01,152,81,20000,1,32,81,15.1
Delhi,2023-03-01,203,89,15000,1,44,89,2.8
Chennai,2023-03-01,188,81,18000,1,27,81,6.4
Kolkata,2023-03-01,84,65,17000,0,26,65,20.5
Bengaluru,2023-03-01,128,71,19000,1,24,71,9.1
Hyderabad,2023-03-01,239,85,12000,1,30,85,1.8
Ahmedabad,2023-03-01,283,28,10000,0,36,28,3.2
Pune,2023-03-01,164,91,11000,1,23,91,1.2
Jaipur,2023-03-01,76,46,8000,0,42,46,2.4
Lucknow,2023-03-01,187,36,9000,0,20,36,2.7
Nagpur,2023-03-01,179,79,7500,1,36,79,6.3
Indore,2023-03-01,94,44,7000,0,32,44,0.6
Bhopal,2023-03-01,94,84,6500,1,36,84,4.6
Surat,2023-03-01,331,78,9500,1,33,78,2.5
Vadodara,2023-03-01,176,62,7800,1,34,62,5.6
Coimbatore,2023-03-01,202,62,8500,0,31,62,3.1
Kochi,2023-03-01,154,86,9200,1,31,86,7.5
Thiruvananthapuram,2023-03-01,250,81,8800,1,28,81,12.7
Visakhapatnam,2023-03-01,236,84,8000,1,30,84,8.2
Vijayawada,2023-03-01,208,41,7600,0,27,41,10.7
Guwahati,2023-03-01,83,82,6000,1,24,82,6.7
Patna,2023-03-01,255,89,8200,0,28,89,4.2
Ranchi,2023-03-01,50,48,5500,0,26,48,4.2
Bhubaneswar,2023-03-01,257,71,7000,1,35,71,8.1
Raipur,2023-03-01,154,89,6200,1,37,89,3.0
Chandigarh,2023-03-01,105,57,9800,0,28,57,3.4
Dehradun,2023-03-01,85,82,7200,0,9,82,2.7
Shimla,2023-03-01,143,68,5000,0,22,68,3.7
Srinagar,2023-03-01,148,54,6500,0,12,54,8.8
Jammu,2023-03-01,259,56,7800,0,37,56,4.3
Goa,2023-03-01,78,60,2500,1,35,60,13.9
Mangalore,2023-03-01,216,82,6800,1,31,82,12.7
Mysore,2023-03-01,152,67,7500,1,33,67,9.3
Pondicherry,2023-03-01,184,71,8000,1,33,71,9.4
Madurai,2023-03-01,271,86,7200,1,36,86,7.3
Mumbai,2023-03-02,60,79,20000,1,37,79,3.0
Delhi,2023-03-02,349,74,15000,1,39,74,2.1
Chennai,2023-03-02,358,82,18000,1,35,82,12.5
Kolkata,2023-03-02,375,71,17000,1,22,71,22.6
Bengaluru,2023-03-02,290,71,19000,1,26,71,2.3
Hyderabad,2023-03-02,65,34,12000,1,31,34,8.0
Ahmedabad,2023-03-02,88,62,10000,0,36,62,3.3
Pune,2023-03-02,155,40,11000,1,34,40,6.6
Jaipur,2023-03-02,268,25,8000,0,42,25,2.3
Lucknow,2023-03-02,310,80,9000,1,36,80,2.9
Nagpur,2023-03-02,275,72,7500,1,34,72,5.6
Indore,2023-03-02,54,62,7000,0,21,62,4.0
Bhopal,2023-03-02,140,34,6500,0,40,34,3.5
Surat,2023-03-02,160,72,9500,1,36,72,1.2
Vadodara,2023-03-02,192,50,7800,0,29,50,5.3
Coimbatore,2023-03-02,137,51,8500,0,25,51,10.8
Kochi,2023-03-02,269,63,9200,1,31,63,8.0
Thiruvananthapuram,2023-03-02,161,62,8800,1,32,62,10.9
Visakhapatnam,2023-03-02,80,63,8000,0,38,63,2.4
Vijayawada,2023-03-02,197,59,7600,1,36,59,10.4
Guwahati,2023-03-02,43,86,6000,1,26,86,7.7
Patna,2023-03-02,81,71,8200,1,28,71,5.8
Ranchi,2023-03-02,61,72,5500,1,35,72,9.1
Bhubaneswar,2023-03-02,84,88,7000,1,42,88,2.5
Raipur,2023-03-02,52,85,6200,1,31,85,0.1
Chandigarh,2023-03-02,296,34,9800,0,35,34,1.4
Dehradun,2023-03-02,152,71,7200,0,16,71,4.3
Shimla,2023-03-02,183,81,5000,0,17,81,2.6
Srinagar,2023-03-02,41,65,6500,0,28,65,7.8
Jammu,2023-03-02,109,41,7800,0,36,41,3.8
Goa,2023-03-02,128,86,2500,1,29,86,11.6
Mangalore,2023-03-02,163,78,6800,1,35,78,4.6
Mysore,2023-03-02,250,53,7500,1,34,53,7.4
Pondicherry,2023-03-02,95,76,8000,1,37,76,8.3
Madurai,2023-03-02,427,87,7200,1,34,87,13.6
Mumbai,2023-03-03,90,75,20000,1,36,75,4.1
Delhi,2023-03-03,200,41,15000,1,41,41,2.5
Chennai,2023-03-03,230,74,18000,1,30,74,8.4
Kolkata,2023-03-03,57,68,17000,0,27,68,21.3
Bengaluru,2023-03-03,142,45,19000,1,22,45,12.2
Hyderabad,2023-03-03,125,27,12000,1,32,27,7.1
Ahmedabad,2023-03-03,224,62,10000,0,45,62,3.2
Pune,2023-03-03,126,29,11000,0,27,29,3.6
Jaipur,2023-03-03,214,38,8000,0,24,38,2.6
Lucknow,2023-03-03,100,74,9000,1,26,74,5.6
Nagpur,2023-03-03,100,56,7500,1,30,56,6.0
Indore,2023-03-03,141,88,7000,0,19,88,1.9
Bhopal,2023-03-03,49,36,6500,0,19,36,3.8
Surat,2023-03-03,99,53,9500,0,32,53,1.0
Vadodara,2023-03-03,69,82,7800,1,39,82,5.8
Coimbatore,2023-03-03,54,77,8500,1,32,77,7.7
Kochi,2023-03-03,186,74,9200,1,32,74,6.8
Thiruvananthapuram,2023-03-03,157,66,8800,0,31,66,16.2
Visakhapatnam,2023-03-03,146,82,8000,1,34,82,1.6
Vijayawada,2023-03-03,175,84,7600,1,43,84,8.3
Guwahati,2023-03-03,154,86,6000,1,23,86,13.5
Patna,2023-03-03,229,47,8200,0,40,47,4.9
Ranchi,2023-03-03,75,76,5500,1,34,76,2.3
Bhubaneswar,2023-03-03,78,68,7000,0,27,68,2.2
Raipur,2023-03-03,143,50,6200,0,38,50,1.3
Chandigarh,2023-03-03,134,33,9800,0,13,33,1.3
Dehradun,2023-03-03,174,58,7200,0,16,58,1.3
Shimla,2023-03-03,252,83,5000,1,10,83,5.1
Srinagar,2023-03-03,199,73,6500,1,16,73,10.1
Jammu,2023-03-03,199,67,7800,0,5,67,1.7
Goa,2023-03-03,170,62,2500,0,32,62,2.0
Mangalore,2023-03-03,216,78,6800,1,30,78,9.0
Mysore,2023-03-03,99,55,7500,0,26,55,7.5
Pondicherry,2023-03-03,32,59,8000,0,27,59,12.5
Madurai,2023-03-03,260,87,7200,1,40,87,8.8
Mumbai,2023-03-04,149,62,20000,1,32,62,9.1
Delhi,2023-03-04,176,48,15000,1,45,48,4.9
Chennai,2023-03-04,253,70,18000,1,41,70,15.8
Kolkata,2023-03-04,232,72,17000,1,23,72,20.7
Bengaluru,2023-03-04,401,77,19000,1,25,77,1.9
Hyderabad,2023-03-04,77,30,12000,1,43,30,7.4
Ahmedabad,2023-03-04,146,83,10000,1,34,83,1.6
Pune,2023-03-04,53,43,11000,1,35,43,5.9
Jaipur,2023-03-04,229,76,8000,0,29,76,1.8
Lucknow,2023-03-04,49,34,9000,0,35,34,4.3
Nagpur,2023-03-04,126,87,7500,1,45,87,6.3
Indore,2023-03-04,85,69,7000,0,33,69,3.3
Bhopal,2023-03-04,205,51,6500,0,29,51,5.3
Surat,2023-03-04,224,42,9500,0,40,42,2.3
Vadodara,2023-03-04,95,52,7800,0,33,52,3.5
Coimbatore,2023-03-04,55,45,8500,0,21,45,2.8
Kochi,2023-03-04,339,84,9200,1,34,84,6.4
Thiruvananthapuram,2023-03-04,242,76,8800,1,30,76,17.1
Visakhapatnam,2023-03-04,183,70,8000,1,36,70,11.1
Vijayawada,2023-03-04,177,51,7600,0,32,51,1.4
Guwahati,2023-03-04,139,57,6000,0,27,57,3.9
Patna,2023-03-04,92,82,8200,1,40,82,2.9
Ranchi,2023-03-04,42,64,5500,0,27,64,6.0
Bhubaneswar,2023-03-04,299,82,7000,1,39,82,8.0
Raipur,2023-03-04,182,88,6200,0,24,88,4.2
Chandigarh,2023-03-04,43,40,9800,0,27,40,3.8
Dehradun,2023-03-04,81,45,7200,0,23,45,2.6
Shimla,2023-03-04,179,69,5000,0,27,69,7.8
Srinagar,2023-03-04,110,63,6500,0,4,63,12.5
Jammu,2023-03-04,85,62,7800,0,18,62,0.8
Goa,2023-03-04,434,80,2500,1,31,80,8.0
Mangalore,2023-03-04,174,84,6800,1,33,84,7.6
Mysore,2023-03-04,237,72,7500,1,32,72,5.6
Pondicherry,2023-03-04,356,78,8000,1,30,78,1.4
Madurai,2023-03-04,295,69,7200,0,37,69,16.0
Mumbai,2023-03-05,265,69,20000,1,36,69,8.1
Delhi,2023-03-05,219,89,15000,1,36,89,0
Chennai,2023-03-05,334,70,18000,1,30,70,7.2
Kolkata,2023-03-05,149,64,17000,0,24,64,20.5
Bengaluru,2023-03-05,213,58,19000,1,34,58,9.7
Hyderabad,2023-03-05,130,84,12000,1,28,84,1.1
Ahmedabad,2023-03-05,205,29,10000,0,30,29,1.6
Pune,2023-03-05,115,57,11000,1,31,57,1.3
Jaipur,2023-03-05,161,26,8000,0,33,26,3.6
Lucknow,2023-03-05,277,79,9000,1,43,79,4.6
Nagpur,2023-03-05,182,40,7500,0,39,40,1.4
Indore,2023-03-05,199,42,7000,0,31,42,5.0
Bhopal,2023-03-05,240,67,6500,0,17,67,5.3
Surat,2023-03-05,114,63,9500,0,22,63,1.1
Vadodara,2023-03-05,272,54,7800,0,27,54,2.5
Coimbatore,2023-03-05,272,41,8500,1,32,41,14.5
Kochi,2023-03-05,188,61,9200,1,32,61,9.5
Thiruvananthapuram,2023-03-05,369,73,8800,1,29,73,10.5
Visakhapatnam,2023-03-05,309,85,8000,1,31,85,9.0
Vijayawada,2023-03-05,199,85,7600,1,35,85,7.5
Guwahati,2023-03-05,345,87,6000,1,21,87,9.9
Patna,2023-03-05,243,81,8200,1,36,81,7.9
Ranchi,2023-03-05,216,59,5500,0,19,59,3.3
Bhubaneswar,2023-03-05,121,67,7000,0,29,67,2.3
Raipur,2023-03-05,130,53,6200,0,32,53,4.5
Chandigarh,2023-03-05,50,69,9800,0,12,69,0.2
Dehradun,2023-03-05,254,89,7200,0,14,89,4.4
Shimla,2023-03-05,65,73,5000,1,5,73,8.3
Srinagar,2023-03-05,222,49,6500,0,5,49,7.3
Jammu,2023-03-05,100,72,7800,0,25,72,2.3
Goa,2023-03-05,147,56,2500,0,23,56,11.3
Mangalore,2023-03-05,131,68,6800,0,30,68,3.4
Mysore,2023-03-05,142,47,7500,1,32,47,5.4
Pondicherry,2023-03-05,192,77,8000,1,28,77,13.2
Madurai,2023-03-05,100,62,7200,0,28,62,6.4
Mumbai,2023-03-06,187,80,20000,1,39,80,9.9
Delhi,2023-03-06,217,54,15000,0,25,54,4.9
Chennai,2023-03-06,457,88,18000,1,34,88,16.4
Kolkata,2023-03-06,115,85,17000,1,35,85,12.2
Bengaluru,2023-03-06,335,55,19000,1,34,55,13.9
Hyderabad,2023-03-06,141,45,12000,0,25,45,2.6
Ahmedabad,2023-03-06,161,91,10000,1,24,91,5.5
Pune,2023-03-06,361,71,11000,1,26,71,1.4
Jaipur,2023-03-06,189,58,8000,0,44,58,3.2
Lucknow,2023-03-06,166,34,9000,0,44,34,2.3
Nagpur,2023-03-06,277,76,7500,1,45,76,5.1
Indore,2023-03-06,213,43,7000,0,31,43,0.8
Bhopal,2023-03-06,278,77,6500,0,24,77,2.7
Surat,2023-03-06,313,50,9500,0,32,50,2.9
Vadodara,2023-03-06,143,81,7800,0,29,81,3.1
Coimbatore,2023-03-06,66,65,8500,0,27,65,15.9
Kochi,2023-03-06,186,73,9200,1,34,73,6.0
Thiruvananthapuram,2023-03-06,112,74,8800,1,35,74,6.5
Visakhapatnam,2023-03-06,110,71,8000,1,42,71,8.1
Vijayawada,2023-03-06,282,75,7600,1,42,75,5.8
Guwahati,2023-03-06,298,79,6000,0,16,79,3.3
Patna,2023-03-06,200,64,8200,0,25,64,0.9
Ranchi,2023-03-06,206,63,5500,0,29,63,3.9
Bhubaneswar,2023-03-06,335,73,7000,1,31,73,5.2
Raipur,2023-03-06,256,36,6200,1,42,36,6.1
Chandigarh,2023-03-06,104,68,9800,0,33,68,4.1
Dehradun,2023-03-06,55,61,7200,0,25,61,2.2
Shimla,2023-03-06,155,65,5000,0,7,65,9.6
Srinagar,2023-03-06,145,47,6500,0,27,47,7.5
Jammu,2023-03-06,204,45,7800,0,39,45,4.7
Goa,2023-03-06,269,83,2500,1,35,83,10.2
Mangalore,2023-03-06,206,86,6800,1,30,86,11.8
Mysore,2023-03-06,185,45,7500,0,34,45,0.3
Pondicherry,2023-03-06,134,58,8000,1,30,58,5.7
Madurai,2023-03-06,241,77,7200,1,34,77,9.9
Mumbai,2023-03-07,92,75,20000,1,37,75,0.4
Delhi,2023-03-07,270,86,15000,1,33,86,3.2
Chennai,2023-03-07,173,68,18000,1,39,68,19.7
Kolkata,2023-03-07,158,85,17000,1,21,85,25.3
Bengaluru,2023-03-07,114,65,19000,1,34,65,5.3
Hyderabad,2023-03-07,171,84,12000,1,23,84,5.9
Ahmedabad,2023-03-07,103,60,10000,1,45,60,6.3
Pune,2023-03-07,239,60,11000,1,31,60,1.9
Jaipur,2023-03-07,189,30,8000,0,33,30,2.3
Lucknow,2023-03-07,155,39,9000,0,38,39,4.2
Nagpur,2023-03-07,66,55,7500,0,39,55,4.6
Indore,2023-03-07,104,62,7000,0,34,62,2.9
Bhopal,2023-03-07,111,52,6500,0,24,52,4.8
Surat,2023-03-07,51,64,9500,0,33,64,0.8
Vadodara,2023-03-07,151,64,7800,0,38,64,1.2
Coimbatore,2023-03-07,107,61,8500,0,21,61,3.5
Kochi,2023-03-07,304,88,9200,1,35,88,14.2
Thiruvananthapuram,2023-03-07,315,84,8800,1,29,84,6.9
Visakhapatnam,2023-03-07,41,78,8000,1,27,78,5.8
Vijayawada,2023-03-07,305,73,7600,1,37,73,5.1
Guwahati,2023-03-07,104,59,6000,0,20,59,9.8
Patna,2023-03-07,187,65,8200,0,26,65,1.4
Ranchi,2023-03-07,280,66,5500,0,39,66,3.6
Bhubaneswar,2023-03-07,73,80,7000,1,38,80,4.6
Raipur,2023-03-07,85,53,6200,0,26,53,0.1
Chandigarh,2023-03-07,127,55,9800,0,28,55,4.1
Dehradun,2023-03-07,159,67,7200,0,11,67,3.7
Shimla,2023-03-07,272,80,5000,0,11,80,2.5
Srinagar,2023-03-07,147,48,6500,0,31,48,1.0
Jammu,2023-03-07,63,38,7800,0,9,38,3.6
Goa,2023-03-07,180,73,2500,1,26,73,12.8
Mangalore,2023-03-07,334,70,6800,0,28,70,17.0
Mysore,2023-03-07,143,40,7500,1,33,40,14.2
Pondicherry,2023-03-07,91,62,8000,1,36,62,11.1
Madurai,2023-03-07,157,50,7200,1,35,50,13.3
Mumbai,2023-03-08,212,66,20000,1,35,66,3.3
Delhi,2023-03-08,233,45,15000,0,25,45,4.7
Chennai,2023-03-08,256,89,18000,1,31,89,9.4
Kolkata,2023-03-08,204,64,17000,1,33,64,20.1
Bengaluru,2023-03-08,317,40,19000,1,35,40,3.4
Hyderabad,2023-03-08,280,36,12000,1,35,36,4.6
Ahmedabad,2023-03-08,104,60,10000,0,26,60,3.4
Pune,2023-03-08,46,38,11000,0,21,38,4.8
Jaipur,2023-03-08,44,58,8000,0,17,58,0.6
Lucknow,2023-03-08,190,63,9000,0,30,63,1.7
Nagpur,2023-03-08,108,53,7500,0,45,53,0.3
Indore,2023-03-08,225,62,7000,0,22,62,4.9
Bhopal,2023-03-08,82,68,6500,0,20,68,4.2
Surat,2023-03-08,85,75,9500,1,28,75,5.1
Vadodara,2023-03-08,120,65,7800,0,35,65,2.6
Coimbatore,2023-03-08,83,81,8500,1,26,81,14.1
Kochi,2023-03-08,143,73,9200,1,28,73,10.6
Thiruvananthapuram,2023-03-08,213,68,8800,0,36,68,16.0
Visakhapatnam,2023-03-08,219,89,8000,1,39,89,2.8
Vijayawada,2023-03-08,224,76,7600,1,40,76,10.2
Guwahati,2023-03-08,144,59,6000,0,26,59,4.8
Patna,2023-03-08,169,60,8200,0,20,60,2.8
Ranchi,2023-03-08,95,72,5500,1,31,72,2.1
Bhubaneswar,2023-03-08,251,81,7000,1,40,81,10.2
Raipur,2023-03-08,94,68,6200,1,30,68,6.6
Chandigarh,2023-03-08,145,58,9800,0,18,58,0
Dehradun,2023-03-08,48,38,7200,0,16,38,3.4
Shimla,2023-03-08,138,44,5000,0,26,44,4.8
Srinagar,2023-03-08,57,72,6500,0,15,72,2.2
Jammu,2023-03-08,256,83,7800,1,33,83,1.9
Goa,2023-03-08,130,75,2500,1,31,75,14.2
Mangalore,2023-03-08,57,77,6800,1,37,77,9.0
Mysore,2023-03-08,94,75,7500,1,35,75,3.6
Pondicherry,2023-03-08,237,69,8000,0,31,69,1.2
Madurai,2023-03-08,226,81,7200,0,28,81,1.7
Mumbai,2023-03-09,96,81,20000,1,32,81,12.7
Delhi,2023-03-09,271,86,15000,1,28,86,1.7
Chennai,2023-03-09,260,81,18000,1,35,81,6.2
Kolkata,2023-03-09,145,75,17000,1,23,75,4.2
Bengaluru,2023-03-09,170,90,19000,1,23,90,9.9
Hyderabad,2023-03-09,115,58,12000,1,27,58,6.2
Ahmedabad,2023-03-09,199,75,10000,1,31,75,2.7
Pune,2023-03-09,153,80,11000,1,40,80,8.0
Jaipur,2023-03-09,42,24,8000,0,44,24,3.7
Lucknow,2023-03-09,182,35,9000,1,34,35,5.7
Nagpur,2023-03-09,92,64,7500,0,38,64,4.6
Indore,2023-03-09,105,54,7000,0,41,54,4.4
Bhopal,2023-03-09,171,63,6500,0,38,63,1.8
Surat,2023-03-09,275,79,9500,1,40,79,3.5
Vadodara,2023-03-09,100,76,7800,1,28,76,5.8
Coimbatore,2023-03-09,68,45,8500,0,29,45,10.5
Kochi,2023-03-09,160,82,9200,1,35,82,19.1
Thiruvananthapuram,2023-03-09,373,70,8800,1,32,70,3.3
Visakhapatnam,2023-03-09,49,69,8000,1,30,69,8.5
Vijayawada,2023-03-09,225,68,7600,1,41,68,9.9
Guwahati,2023-03-09,209,72,6000,1,34,72,11.7
Patna,2023-03-09,312,87,8200,1,37,87,7.9
Ranchi,2023-03-09,124,44,5500,1,39,44,8.1
Bhubaneswar,2023-03-09,81,56,7000,0,24,56,4.7
Raipur,2023-03-09,32,40,6200,0,27,40,2.0
Chandigarh,2023-03-09,163,58,9800,0,42,58,4.3
Dehradun,2023-03-09,236,73,7200,0,15,73,1.3
Shimla,2023-03-09,232,57,5000,0,29,57,2.5
Srinagar,2023-03-09,262,70,6500,1,8,70,5.9
Jammu,2023-03-09,59,50,7800,0,29,50,3.1
Goa,2023-03-09,140,78,2500,0,26,78,2.7
Mangalore,2023-03-09,304,82,6800,0,22,82,18.2
Mysore,2023-03-09,249,78,7500,0,23,78,3.9
Pondicherry,2023-03-09,165,78,8000,1,28,78,12.8
Madurai,2023-03-09,173,80,7200,1,32,80,7.5
Mumbai,2023-03-10,485,88,20000,1,35,88,10.1
Delhi,2023-03-10,146,89,15000,1,37,89,3.4
Chennai,2023-03-10,318,74,18000,1,37,74,3.4
Kolkata,2023-03-10,102,78,17000,1,25,78,13.8
Bengaluru,2023-03-10,401,78,19000,1,22,78,13.2
Hyderabad,2023-03-10,225,49,12000,1,23,49,8.7
Ahmedabad,2023-03-10,125,27,10000,1,39,27,5.6
Pune,2023-03-10,216,34,11000,1,38,34,1.7
Jaipur,2023-03-10,52,75,8000,1,36,75,0.1
Lucknow,2023-03-10,274,62,9000,0,39,62,4.6
Nagpur,2023-03-10,114,63,7500,0,38,63,1.9
Indore,2023-03-10,168,48,7000,0,32,48,0.6
Bhopal,2023-03-10,44,44,6500,0,23,44,1.9
Surat,2023-03-10,131,73,9500,0,27,73,2.4
Vadodara,2023-03-10,277,43,7800,0,22,43,1.8
Coimbatore,2023-03-10,217,72,8500,1,26,72,9.6
Kochi,2023-03-10,305,88,9200,1,30,88,17.6
Thiruvananthapuram,2023-03-10,129,56,8800,0,28,56,1.5
