Region,Date,NewCases,Humidity,PopulationDensity,OutbreakRisk
Ahmedabad,2023-03-16,181,33,10000,0
Pune,2023-03-16,228,80,11000,1
Jaipur,2023-03-16,90,21,8000,0
Lucknow,2023-03-16,89,63,9000,0
Nagpur,2023-03-16,75,46,7500,0
Indore,2023-03-16,156,54,7000,0
Bhopal,2023-03-16,84,59,6500,1
Surat,2023-03-16,95,79,9500,1
Vadodara,2023-03-16,262,83,7800,1
Coimbatore,2023-03-16,436,79,8500,1
Kochi,2023-03-16,94,67,9200,1
Thiruvananthapuram,2023-03-16,439,75,8800,1
Visakhapatnam,2023-03-16,133,65,8000,0
Vijayawada,2023-03-16,47,85,7600,1
Guwahati,2023-03-16,151,63,6000,0
Patna,2023-03-16,80,67,8200,0
Ranchi,2023-03-16,52,39,5500,0
Bhubaneswar,2023-03-16,105,79,7000,1
Raipur,2023-03-16,127,48,6200,0
Chandigarh,2023-03-16,261,35,9800,0
Dehradun,2023-03-16,138,84,7200,1
Shimla,2023-03-16,248,63,5000,0
Srinagar,2023-03-16,132,60,6500,0
Jammu,2023-03-16,96,44,7800,1
Goa,2023-03-16,77,75,2500,1
Mangalore,2023-03-16,479,84,6800,1
Mysore,2023-03-16,307,78,7500,1
Pondicherry,2023-03-16,105,66,8000,0
Madurai,2023-03-16,100,55,7200,1
Mumbai,2023-03-17,318,84,20000,1
Delhi,2023-03-17,254,63,15000,0
Chennai,2023-03-17,161,77,18000,1
Kolkata,2023-03-17,145,79,17000,1
Bengaluru,2023-03-17,167,70,19000,1
Hyderabad,2023-03-17,177,40,12000,1
Ahmedabad,2023-03-17,134,92,10000,0
Pune,2023-03-17,220,91,11000,1
Jaipur,2023-03-17,48,26,8000,0
Lucknow,2023-03-17,243,69,9000,0
Nagpur,2023-03-17,127,84,7500,1
Indore,2023-03-17,228,59,7000,0
Bhopal,2023-03-17,89,29,6500,0
Surat,2023-03-17,313,56,9500,0
Vadodara,2023-03-17,184,55,7800,0
Coimbatore,2023-03-17,108,75,8500,1
Kochi,2023-03-17,136,79,9200,1
Thiruvananthapuram,2023-03-17,47,58,8800,0
Visakhapatnam,2023-03-17,161,82,8000,1
Vijayawada,2023-03-17,32,65,7600,0
Guwahati,2023-03-17,273,70,6000,0
Patna,2023-03-17,76,49,8200,0
Ranchi,2023-03-17,234,80,5500,1
Bhubaneswar,2023-03-17,324,83,7000,1
Raipur,2023-03-17,380,81,6200,1
Chandigarh,2023-03-17,294,52,9800,0
Dehradun,2023-03-17,50,48,7200,0
Shimla,2023-03-17,109,71,5000,1
Srinagar,2023-03-17,88,52,6500,0
Jammu,2023-03-17,269,76,7800,1
Goa,2023-03-17,50,90,2500,1
Mangalore,2023-03-17,260,66,6800,0
Mysore,2023-03-17,288,70,7500,1
Pondicherry,2023-03-17,124,59,8000,1
Madurai,2023-03-17,185,68,7200,1
Mumbai,2023-03-18,207,90,20000,1
Delhi,2023-03-18,189,43,15000,1
Chennai,2023-03-18,246,75,18000,1
Kolkata,2023-03-18,322,68,17000,0
Bengaluru,2023-03-18,217,74,19000,1
Hyderabad,2023-03-18,246,44,12000,1
Ahmedabad,2023-03-18,228,55,10000,0
Pune,2023-03-18,235,71,11000,1
Jaipur,2023-03-18,185,21,8000,0
Lucknow,2023-03-18,145,34,9000,0
Nagpur,2023-03-18,117,68,7500,0
Indore,2023-03-18,219,84,7000,0
Bhopal,2023-03-18,280,90,6500,1
Surat,2023-03-18,64,45,9500,0
Vadodara,2023-03-18,65,48,7800,0
Coimbatore,2023-03-18,158,77,8500,0
Kochi,2023-03-18,240,55,9200,0
Thiruvananthapuram,2023-03-18,57,68,8800,0
Visakhapatnam,2023-03-18,195,69,8000,0
Vijayawada,2023-03-18,251,73,7600,1
Guwahati,2023-03-18,49,60,6000,0
Patna,2023-03-18,163,84,8200,1
Ranchi,2023-03-18,84,47,5500,0
Bhubaneswar,2023-03-18,72,60,7000,1
Raipur,2023-03-18,145,34,6200,0
Chandigarh,2023-03-18,258,45,9800,0
Dehradun,2023-03-18,196,73,7200,0
Shimla,2023-03-18,237,76,5000,0
Srinagar,2023-03-18,295,71,6500,0
Jammu,2023-03-18,175,57,7800,1
Goa,2023-03-18,167,71,2500,1
Mangalore,2023-03-18,132,79,6800,1
Mysore,2023-03-18,374,76,7500,1
Pondicherry,2023-03-18,91,74,8000,1
Madurai,2023-03-18,125,60,7200,0
Mumbai,2023-03-19,381,71,20000,1
Delhi,2023-03-19,105,69,15000,0
Chennai,2023-03-19,83,78,18000,1
Kolkata,2023-03-19,84,72,17000,1
Bengaluru,2023-03-19,86,80,19000,1
Hyderabad,2023-03-19,110,45,12000,1
Ahmedabad,2023-03-19,78,69,10000,0
Pune,2023-03-19,155,75,11000,1
Jaipur,2023-03-19,294,70,8000,1
Lucknow,2023-03-19,110,71,9000,0
Nagpur,2023-03-19,93,76,7500,1
Indore,2023-03-19,321,62,7000,0
Bhopal,2023-03-19,121,70,6500,0
Surat,2023-03-19,261,73,9500,1
Vadodara,2023-03-19,54,69,7800,0
Coimbatore,2023-03-19,193,72,8500,0
Kochi,2023-03-19,67,59,9200,1
Thiruvananthapuram,2023-03-19,234,67,8800,0
Visakhapatnam,2023-03-19,113,63,8000,1
Vijayawada,2023-03-19,122,49,7600,0
Guwahati,2023-03-19,190,83,6000,1
Patna,2023-03-19,126,45,8200,0
Ranchi,2023-03-19,200,44,5500,0
Bhubaneswar,2023-03-19,93,52,7000,1
Raipur,2023-03-19,266,91,6200,0
Chandigarh,2023-03-19,190,84,9800,1
Dehradun,2023-03-19,205,61,7200,0
Shimla,2023-03-19,32,50,5000,0
Srinagar,2023-03-19,69,87,6500,1
Jammu,2023-03-19,74,40,7800,0
Goa,2023-03-19,146,69,2500,1
Mangalore,2023-03-19,215,76,6800,0
Mysore,2023-03-19,70,75,7500,1
Pondicherry,2023-03-19,65,83,8000,0
Madurai,2023-03-19,294,83,7200,1
Mumbai,2023-03-20,69,67,20000,0
Delhi,2023-03-20,91,54,15000,1
Chennai,2023-03-20,174,64,18000,1
Kolkata,2023-03-20,220,85,17000,1
Bengaluru,2023-03-20,285,68,19000,1
Hyderabad,2023-03-20,114,41,12000,1
Ahmedabad,2023-03-20,53,35,10000,0
Pune,2023-03-20,118,86,11000,1
Jaipur,2023-03-20,238,40,8000,0
Lucknow,2023-03-20,314,81,9000,1
Nagpur,2023-03-20,329,62,7500,0
Indore,2023-03-20,215,78,7000,1
Bhopal,2023-03-20,152,53,6500,0
Surat,2023-03-20,286,72,9500,1
Vadodara,2023-03-20,208,56,7800,0
Coimbatore,2023-03-20,134,60,8500,0
Kochi,2023-03-20,73,86,9200,1
Thiruvananthapuram,2023-03-20,192,62,8800,0
Visakhapatnam,2023-03-20,143,83,8000,1
Vijayawada,2023-03-20,166,41,7600,1
Guwahati,2023-03-20,37,69,6000,0
Patna,2023-03-20,105,75,8200,1
Ranchi,2023-03-20,75,59,5500,0
Bhubaneswar,2023-03-20,149,73,7000,1
Raipur,2023-03-20,228,67,6200,0
Chandigarh,2023-03-20,139,67,9800,0
Dehradun,2023-03-20,137,43,7200,0
Shimla,2023-03-20,140,71,5000,0
Srinagar,2023-03-20,116,54,6500,0
Jammu,2023-03-20,167,50,7800,1
Goa,2023-03-20,189,76,2500,1
Mangalore,2023-03-20,423,80,6800,1
Mysore,2023-03-20,86,70,7500,1
Pondicherry,2023-03-20,156,62,8000,0
Madurai,2023-03-20,192,79,7200,1
Mumbai,2023-03-21,303,85,20000,1
Delhi,2023-03-21,135,64,15000,0
Chennai,2023-03-21,132,58,18000,1
Kolkata,2023-03-21,209,67,17000,1
Bengaluru,2023-03-21,131,46,19000,1
Hyderabad,2023-03-21,238,43,12000,1
Ahmedabad,2023-03-21,47,73,10000,1
Pune,2023-03-21,99,57,11000,0
Jaipur,2023-03-21,109,52,8000,0
Lucknow,2023-03-21,198,48,9000,0
Nagpur,2023-03-21,187,49,7500,1
Indore,2023-03-21,103,36,7000,0
Bhopal,2023-03-21,186,70,6500,0
Surat,2023-03-21,116,43,9500,0
Vadodara,2023-03-21,36,48,7800,0
Coimbatore,2023-03-21,114,57,8500,0
Kochi,2023-03-21,264,81,9200,1
Thiruvananthapuram,2023-03-21,358,78,8800,1
Visakhapatnam,2023-03-21,96,87,8000,1
Vijayawada,2023-03-21,217,68,7600,1
Guwahati,2023-03-21,290,88,6000,1
Patna,2023-03-21,123,46,8200,1
Ranchi,2023-03-21,186,44,5500,1
Bhubaneswar,2023-03-21,200,46,7000,1
Raipur,2023-03-21,249,82,6200,0
Chandigarh,2023-03-21,227,39,9800,0
Dehradun,2023-03-21,192,83,7200,0
Shimla,2023-03-21,116,44,5000,0
Srinagar,2023-03-21,92,40,6500,0
Jammu,2023-03-21,238,47,7800,0
Goa,2023-03-21,167,78,2500,1
Mangalore,2023-03-21,192,72,6800,1
Mysore,2023-03-21,43,60,7500,0
Pondicherry,2023-03-21,333,75,8000,1
Madurai,2023-03-21,80,68,7200,1
Mumbai,2023-03-22,120,61,20000,1
Delhi,2023-03-22,77,68,15000,1
Chennai,2023-03-22,351,85,18000,1
Kolkata,2023-03-22,162,67,17000,1
Bengaluru,2023-03-22,290,71,19000,1
Hyderabad,2023-03-22,135,38,12000,1
Ahmedabad,2023-03-22,76,42,10000,1
Pune,2023-03-22,116,58,11000,1
Jaipur,2023-03-22,161,36,8000,0
Lucknow,2023-03-22,126,50,9000,1
Nagpur,2023-03-22,162,88,7500,1
Indore,2023-03-22,125,81,7000,1
Bhopal,2023-03-22,145,59,6500,0
Surat,2023-03-22,135,55,9500,0
Vadodara,2023-03-22,92,70,7800,1
Coimbatore,2023-03-22,102,62,8500,1
Kochi,2023-03-22,53,75,9200,1
Thiruvananthapuram,2023-03-22,140,71,8800,1
Visakhapatnam,2023-03-22,394,83,8000,1
Vijayawada,2023-03-22,94,58,7600,1
Guwahati,2023-03-22,111,85,6000,1
Patna,2023-03-22,116,43,8200,0
Ranchi,2023-03-22,37,66,5500,0
Bhubaneswar,2023-03-22,186,81,7000,1
Raipur,2023-03-22,71,81,6200,1
Chandigarh,2023-03-22,255,71,9800,0
Dehradun,2023-03-22,67,56,7200,0
Shimla,2023-03-22,239,91,5000,1
Srinagar,2023-03-22,89,76,6500,1
Jammu,2023-03-22,196,70,7800,1
Goa,2023-03-22,85,78,2500,1
Mangalore,2023-03-22,75,63,6800,0
Mysore,2023-03-22,100,78,7500,1
Pondicherry,2023-03-22,273,75,8000,1
Madurai,2023-03-22,148,65,7200,1
Mumbai,2023-03-23,125,90,20000,1
Delhi,2023-03-23,349,72,15000,1
Chennai,2023-03-23,308,59,18000,1
Kolkata,2023-03-23,67,89,17000,1
Bengaluru,2023-03-23,53,65,19000,1
Hyderabad,2023-03-23,302,54,12000,1
Ahmedabad,2023-03-23,284,73,10000,1
Pune,2023-03-23,313,36,11000,1
Jaipur,2023-03-23,51,38,8000,0
Lucknow,2023-03-23,77,85,9000,0
Nagpur,2023-03-23,124,49,7500,0
Indore,2023-03-23,175,84,7000,1
Bhopal,2023-03-23,284,81,6500,0
Surat,2023-03-23,440,70,9500,1
Vadodara,2023-03-23,326,52,7800,0
Coimbatore,2023-03-23,118,71,8500,0
Kochi,2023-03-23,279,67,9200,1
Thiruvananthapuram,2023-03-23,89,88,8800,0
Visakhapatnam,2023-03-23,371,84,8000,1
Vijayawada,2023-03-23,120,86,7600,1
Guwahati,2023-03-23,38,67,6000,0
Patna,2023-03-23,101,89,8200,0
Ranchi,2023-03-23,146,53,5500,0
Bhubaneswar,2023-03-23,108,73,7000,0
Raipur,2023-03-23,305,83,6200,1
Chandigarh,2023-03-23,357,74,9800,1
Dehradun,2023-03-23,163,67,7200,0
Shimla,2023-03-23,141,68,5000,0
Srinagar,2023-03-23,81,43,6500,0
Jammu,2023-03-23,212,69,7800,0
Goa,2023-03-23,190,89,2500,1
Mangalore,2023-03-23,167,73,6800,1
Mysore,2023-03-23,71,59,7500,0
Pondicherry,2023-03-23,139,69,8000,0
Madurai,2023-03-23,314,76,7200,1
Mumbai,2023-03-24,163,65,20000,1
Delhi,2023-03-24,145,48,15000,1
Chennai,2023-03-24,169,68,18000,1
Kolkata,2023-03-24,224,73,17000,1
Bengaluru,2023-03-24,159,45,19000,1
Hyderabad,2023-03-24,215,78,12000,1
Ahmedabad,2023-03-24,139,29,10000,0
Pune,2023-03-24,196,72,11000,1
Jaipur,2023-03-24,53,63,8000,0
Lucknow,2023-03-24,70,61,9000,1
Nagpur,2023-03-24,30,60,7500,0
Indore,2023-03-24,266,72,7000,0
Bhopal,2023-03-24,241,70,6500,1
Surat,2023-03-24,143,53,9500,0
Vadodara,2023-03-24,275,89,7800,1
Coimbatore,2023-03-24,240,42,8500,0
Kochi,2023-03-24,444,78,9200,1
Thiruvananthapuram,2023-03-24,234,70,8800,1
Visakhapatnam,2023-03-24,425,91,8000,1
Vijayawada,2023-03-24,45,81,7600,0
Guwahati,2023-03-24,77,75,6000,1
Patna,2023-03-24,268,76,8200,0
Ranchi,2023-03-24,143,58,5500,0
Bhubaneswar,2023-03-24,105,69,7000,0
Raipur,2023-03-24,61,91,6200,0
Chandigarh,2023-03-24,103,39,9800,0
Dehradun,2023-03-24,155,74,7200,1
Shimla,2023-03-24,189,39,5000,0
Srinagar,2023-03-24,259,73,6500,1
Jammu,2023-03-24,82,40,7800,0
Goa,2023-03-24,224,89,2500,1
Mangalore,2023-03-24,231,90,6800,0
Mysore,2023-03-24,59,60,7500,0
Pondicherry,2023-03-24,273,80,8000,1
Madurai,2023-03-24,200,83,7200,1
Mumbai,2023-03-25,379,76,20000,1
Delhi,2023-03-25,301,92,15000,1
Chennai,2023-03-25,101,88,18000,1
Kolkata,2023-03-25,401,60,17000,1
Bengaluru,2023-03-25,263,43,19000,1
Hyderabad,2023-03-25,52,49,12000,1
Ahmedabad,2023-03-25,140,50,10000,0
Pune,2023-03-25,146,56,11000,0
Jaipur,2023-03-25,238,53,8000,0
Lucknow,2023-03-25,155,54,9000,0
Nagpur,2023-03-25,169,44,7500,0
Indore,2023-03-25,166,35,7000,0
Bhopal,2023-03-25,140,49,6500,0
Surat,2023-03-25,91,70,9500,0
Vadodara,2023-03-25,156,64,7800,0
Coimbatore,2023-03-25,161,49,8500,1
Kochi,2023-03-25,113,79,9200,1
Thiruvananthapuram,2023-03-25,211,76,8800,1
Visakhapatnam,2023-03-25,70,91,8000,1
Vijayawada,2023-03-25,120,73,7600,1
Guwahati,2023-03-25,100,67,6000,0
Patna,2023-03-25,182,55,8200,0
Ranchi,2023-03-25,366,80,5500,1
Bhubaneswar,2023-03-25,67,84,7000,1
Raipur,2023-03-25,187,61,6200,0
Chandigarh,2023-03-25,262,85,9800,1
Dehradun,2023-03-25,166,50,7200,0
Shimla,2023-03-25,71,61,5000,0
Srinagar,2023-03-25,160,50,6500,0
Jammu,2023-03-25,91,65,7800,0
Goa,2023-03-25,164,72,2500,1
Mangalore,2023-03-25,151,79,6800,0
Mysore,2023-03-25,175,44,7500,0
Pondicherry,2023-03-25,195,62,8000,0
Madurai,2023-03-25,191,61,7200,0
Mumbai,2023-03-26,123,64,20000,1
Delhi,2023-03-26,229,50,15000,1
Chennai,2023-03-26,125,88,18000,1
Kolkata,2023-03-26,253,85,17000,1
Bengaluru,2023-03-26,163,47,19000,1
Hyderabad,2023-03-26,297,85,12000,1
Ahmedabad,2023-03-26,124,63,10000,0
Pune,2023-03-26,184,45,11000,1
Jaipur,2023-03-26,195,72,8000,1
Lucknow,2023-03-26,158,59,9000,0
Nagpur,2023-03-26,170,87,7500,1
Indore,2023-03-26,244,80,7000,0
Bhopal,2023-03-26,127,57,6500,0
Surat,2023-03-26,123,91,9500,1
Vadodara,2023-03-26,164,59,7800,0
Coimbatore,2023-03-26,241,81,8500,1
Kochi,2023-03-26,425,85,9200,1
Thiruvananthapuram,2023-03-26,63,67,8800,0
Visakhapatnam,2023-03-26,326,62,8000,1
Vijayawada,2023-03-26,192,62,7600,0
Guwahati,2023-03-26,217,75,6000,0
Patna,2023-03-26,181,42,8200,0
Ranchi,2023-03-26,118,38,5500,0
Bhubaneswar,2023-03-26,251,53,7000,1
Raipur,2023-03-26,154,60,6200,0
Chandigarh,2023-03-26,146,70,9800,0
Dehradun,2023-03-26,101,83,7200,0
Shimla,2023-03-26,219,70,5000,1
Srinagar,2023-03-26,124,76,6500,0
Jammu,2023-03-26,39,69,7800,0
Goa,2023-03-26,62,85,2500,1
Mangalore,2023-03-26,72,86,6800,1
Mysore,2023-03-26,134,67,7500,0
Pondicherry,2023-03-26,110,83,8000,0
Madurai,2023-03-26,149,58,7200,0
Mumbai,2023-03-27,208,66,20000,0
Delhi,2023-03-27,131,38,15000,0
Chennai,2023-03-27,279,72,18000,1
Kolkata,2023-03-27,88,80,17000,1
Bengaluru,2023-03-27,154,82,19000,1
Hyderabad,2023-03-27,67,37,12000,1
Ahmedabad,2023-03-27,47,82,10000,1
Pune,2023-03-27,49,61,11000,0
Jaipur,2023-03-27,191,71,8000,0
Lucknow,2023-03-27,215,79,9000,0
Nagpur,2023-03-27,57,46,7500,0
Indore,2023-03-27,176,64,7000,1
Bhopal,2023-03-27,302,82,6500,1
Surat,2023-03-27,238,50,9500,0
Vadodara,2023-03-27,59,55,7800,0
Coimbatore,2023-03-27,146,72,8500,1
Kochi,2023-03-27,146,61,9200,1
Thiruvananthapuram,2023-03-27,122,65,8800,0
Visakhapatnam,2023-03-27,104,65,8000,0
Vijayawada,2023-03-27,49,65,7600,1
Guwahati,2023-03-27,191,75,6000,1
Patna,2023-03-27,119,56,8200,0
Ranchi,2023-03-27,304,83,5500,0
Bhubaneswar,2023-03-27,350,57,7000,1
Raipur,2023-03-27,162,58,6200,0
Chandigarh,2023-03-27,110,68,9800,0
Dehradun,2023-03-27,197,85,7200,0
Shimla,2023-03-27,135,62,5000,0
Srinagar,2023-03-27,219,60,6500,0
Jammu,2023-03-27,104,86,7800,1
Goa,2023-03-27,306,81,2500,1
Mangalore,2023-03-27,266,77,6800,1
Mysore,2023-03-27,252,64,7500,1
Pondicherry,2023-03-27,159,64,8000,1
Madurai,2023-03-27,105,83,7200,1
Mumbai,2023-03-28,354,75,20000,1
Delhi,2023-03-28,114,68,15000,1
Chennai,2023-03-28,148,66,18000,1
Kolkata,2023-03-28,272,73,17000,1
Bengaluru,2023-03-28,74,69,19000,1
Hyderabad,2023-03-28,220,64,12000,1
Ahmedabad,2023-03-28,54,68,10000,1
Pune,2023-03-28,165,87,11000,1
Jaipur,2023-03-28,205,22,8000,0
Lucknow,2023-03-28,91,66,9000,0
Nagpur,2023-03-28,75,69,7500,0
Indore,2023-03-28,223,50,7000,1
Bhopal,2023-03-28,76,73,6500,1
Surat,2023-03-28,131,38,9500,0
Vadodara,2023-03-28,228,44,7800,0
Coimbatore,2023-03-28,44,60,8500,0
Kochi,2023-03-28,397,83,9200,1
Thiruvananthapuram,2023-03-28,64,90,8800,1
Visakhapatnam,2023-03-28,208,62,8000,0
Vijayawada,2023-03-28,62,45,7600,1
Guwahati,2023-03-28,110,66,6000,0
Patna,2023-03-28,171,71,8200,1
Ranchi,2023-03-28,116,65,5500,0
Bhubaneswar,2023-03-28,202,83,7000,1
Raipur,2023-03-28,111,76,6200,1
Chandigarh,2023-03-28,66,27,9800,0
Dehradun,2023-03-28,65,55,7200,0
Shimla,2023-03-28,143,46,5000,0
Srinagar,2023-03-28,145,70,6500,0
Jammu,2023-03-28,30,42,7800,0
Goa,2023-03-28,262,83,2500,0
Mangalore,2023-03-28,223,84,6800,1
Mysore,2023-03-28,125,58,7500,0
Pondicherry,2023-03-28,217,70,8000,1
Madurai,2023-03-28,75,78,7200,1
Mumbai,2023-03-29,91,64,20000,1
Delhi,2023-03-29,250,57,15000,1
Chennai,2023-03-29,83,63,18000,1
Kolkata,2023-03-29,101,67,17000,1
Bengaluru,2023-03-29,303,69,19000,1
Hyderabad,2023-03-29,146,86,12000,1
Ahmedabad,2023-03-29,224,81,10000,0
Pune,2023-03-29,227,52,11000,1
Jaipur,2023-03-29,265,56,8000,0
Lucknow,2023-03-29,47,55,9000,0
Nagpur,2023-03-29,74,33,7500,0
Indore,2023-03-29,121,42,7000,0
Bhopal,2023-03-29,132,35,6500,0
Surat,2023-03-29,69,43,9500,0
Vadodara,2023-03-29,116,41,7800,0
Coimbatore,2023-03-29,70,77,8500,1
Kochi,2023-03-29,83,60,9200,0
Thiruvananthapuram,2023-03-29,229,80,8800,1
Visakhapatnam,2023-03-29,204,57,8000,0
Vijayawada,2023-03-29,342,77,7600,0
Guwahati,2023-03-29,242,71,6000,1
Patna,2023-03-29,177,91,8200,0
Ranchi,2023-03-29,97,72,5500,1
Bhubaneswar,2023-03-29,262,57,7000,0
Raipur,2023-03-29,219,80,6200,1
